Player_Name,Team,Team_FullName,Season,Degree,In_Degree,Out_Degree,Weighted_Degree,Assists_Given,Assists_Received,Betweenness,Clustering,Team_Density,Team_PlayoffRank,Team_PlayoffWins,Team_PlayoffScore,Team_WinPCT,GP,MIN,PTS,AST,REB,STL,BLK,FG_PCT,FG3_PCT,EFF
Nic Claxton,BKN,Brooklyn Nets,2023-24,23,11,12,390.0,136.0,254.0,0.0,0.07683864465392584,0.7208333333333333,11.0,32.0,6.0,0.39,,,,,,,,,,
Jabari Smith Jr.,HOU,Houston Rockets,2023-24,22,11,11,389.0,115.0,274.0,4.499640028797697e-05,0.06316843129814764,0.9393939393939394,11.0,41.0,6.0,0.5,76.0,31.9,13.7,1.6,8.1,0.7,0.8,0.454,0.363,17.3
Nickeil Alexander-Walker,MIN,Minnesota Timberwolves,2023-24,22,11,11,387.0,200.0,187.0,0.0,0.08145945535422423,0.9318181818181818,3.0,56.0,6.0,0.683,,,,,,,,,,
Malik Beasley,MIL,Milwaukee Bucks,2023-24,23,11,12,384.0,107.0,277.0,7.7580000496512e-06,0.06429384315450166,0.8351648351648352,3.0,49.0,6.0,0.598,,,,,,,,,,
Rudy Gobert,MIN,Minnesota Timberwolves,2023-24,21,11,10,381.0,103.0,278.0,0.0,0.0766812118695305,0.9318181818181818,3.0,56.0,6.0,0.683,76.0,34.1,14.0,1.3,12.9,0.7,2.1,0.661,0.0,24.9
Jaime Jaquez Jr.,MIA,Miami Heat,2023-24,27,13,14,380.0,183.0,197.0,0.0,0.054445857199729754,0.8523809523809524,8.0,46.0,6.0,0.561,,,,,,,,,,
John Collins,UTA,Utah Jazz,2023-24,24,13,11,379.0,76.0,303.0,9.30960005958144e-06,0.0778403880374924,0.8846153846153846,12.0,31.0,6.0,0.378,68.0,28.0,15.1,1.1,8.5,0.6,0.9,0.532,0.371,19.0
Cole Anthony,ORL,Orlando Magic,2023-24,23,11,12,379.0,232.0,147.0,0.0,0.06396023437630559,0.7802197802197802,5.0,47.0,6.0,0.573,,,,,,,,,,
Pascal Siakam,TOR,Toronto Raptors,2023-24,27,13,14,378.0,186.0,192.0,0.0,0.044867542710773804,0.6333333333333333,12.0,25.0,6.0,0.305,80.0,33.2,21.7,4.3,7.1,0.8,0.3,0.536,0.346,23.7
Jerami Grant,POR,Portland Trail Blazers,2023-24,26,14,12,374.0,149.0,225.0,0.0,0.04522444755574326,0.6911764705882353,15.0,21.0,6.0,0.256,,,,,,,,,,
Jalen Duren,DET,Detroit Pistons,2023-24,32,18,14,372.0,141.0,231.0,0.00024510477585438486,0.02602027056552261,0.5144927536231884,15.0,14.0,5.0,0.171,61.0,29.1,13.8,2.4,11.6,0.5,0.8,0.619,0.0,22.9
Rui Hachimura,LAL,Los Angeles Lakers,2023-24,22,11,11,372.0,79.0,293.0,0.0,0.04527508488259353,0.8589743589743589,8.0,47.0,6.0,0.573,68.0,26.8,13.6,1.2,4.3,0.6,0.4,0.537,0.422,14.3
Gary Trent Jr.,TOR,Toronto Raptors,2023-24,37,19,18,368.0,113.0,255.0,0.0,0.0329530234758353,0.6333333333333333,12.0,25.0,6.0,0.305,71.0,28.1,13.7,1.7,2.6,1.1,0.1,0.426,0.393,11.5
Anfernee Simons,POR,Portland Trail Blazers,2023-24,25,13,12,367.0,241.0,126.0,0.0,0.061550162372170106,0.6911764705882353,15.0,21.0,6.0,0.256,,,,,,,,,,
Aaron Nesmith,IND,Indiana Pacers,2023-24,26,14,12,364.0,108.0,256.0,0.0,0.049011796688283475,0.7279411764705882,6.0,47.0,6.0,0.573,,,,,,,,,,
Kevin Huerter,SAC,Sacramento Kings,2023-24,18,8,10,363.0,153.0,210.0,4.65480002979072e-05,0.06415294041557068,0.9454545454545454,9.0,46.0,6.0,0.561,,,,,,,,,,
Norman Powell,LAC,LA Clippers,2023-24,25,13,12,359.0,80.0,279.0,4.422060028301184e-05,0.046926365054017254,0.5916666666666667,,,,0.622,76.0,26.2,13.9,1.1,2.6,0.6,0.3,0.486,0.435,11.9
Immanuel Quickley,TOR,Toronto Raptors,2023-24,32,16,16,357.0,246.0,111.0,0.00021722400139023365,0.03726583586652517,0.6333333333333333,12.0,25.0,6.0,0.305,68.0,29.2,17.0,4.9,3.8,0.7,0.1,0.434,0.395,17.1
Dillon Brooks,HOU,Houston Rockets,2023-24,21,10,11,356.0,116.0,240.0,0.0,0.05712890186486162,0.9393939393939394,11.0,41.0,6.0,0.5,72.0,30.9,12.7,1.7,3.4,0.9,0.1,0.428,0.359,11.2
Harrison Barnes,SAC,Sacramento Kings,2023-24,19,9,10,355.0,98.0,257.0,1.55160000993024e-05,0.05975290234417181,0.9454545454545454,9.0,46.0,6.0,0.561,,,,,,,,,,
Tyler Herro,MIA,Miami Heat,2023-24,26,13,13,354.0,176.0,178.0,0.0,0.05822071435325613,0.8523809523809524,8.0,46.0,6.0,0.561,,,,,,,,,,
Moritz Wagner,ORL,Orlando Magic,2023-24,23,12,11,352.0,88.0,264.0,3.723840023832576e-05,0.040239464291982795,0.7802197802197802,5.0,47.0,6.0,0.573,,,,,,,,,,
Eric Gordon,PHX,Phoenix Suns,2023-24,28,14,14,351.0,133.0,218.0,0.0,0.0501964631493567,0.6801470588235294,6.0,49.0,6.0,0.598,,,,,,,,,,
Luguentz Dort,OKC,Oklahoma City Thunder,2023-24,26,14,12,349.0,112.0,237.0,6.982200044686081e-06,0.05094690236212249,0.6078431372549019,1.0,57.0,6.0,0.695,,,,,,,,,,
Spencer Dinwiddie,BKN,Brooklyn Nets,2023-24,20,9,11,348.0,276.0,72.0,0.0,0.09294484118062643,0.7208333333333333,11.0,32.0,6.0,0.39,,,,,,,,,,
Andrew Wiggins,GSW,Golden State Warriors,2023-24,23,11,12,345.0,116.0,229.0,9.189905201672537e-05,0.05883513147973735,0.9120879120879121,10.0,46.0,6.0,0.561,71.0,27.0,13.2,1.7,4.5,0.6,0.6,0.453,0.358,12.7
Pascal Siakam,IND,Indiana Pacers,2023-24,25,12,13,344.0,152.0,192.0,0.0,0.05486905095405099,0.7279411764705882,6.0,47.0,6.0,0.573,80.0,33.2,21.7,4.3,7.1,0.8,0.3,0.536,0.346,23.7
Al Horford,BOS,Boston Celtics,2023-24,22,10,12,341.0,160.0,181.0,1.582632010128845e-05,0.05285578905123214,0.6958333333333333,1.0,64.0,6.0,0.78,,,,,,,,,,
Isaiah Hartenstein,NYK,New York Knicks,2023-24,25,12,13,341.0,187.0,154.0,0.0002649246188383747,0.041611173018937984,0.5588235294117647,2.0,50.0,6.0,0.61,,,,,,,,,,
Cameron Johnson,BKN,Brooklyn Nets,2023-24,25,12,13,340.0,134.0,206.0,0.0,0.06760740919444726,0.7208333333333333,11.0,32.0,6.0,0.39,58.0,27.6,13.4,2.4,4.3,0.8,0.3,0.446,0.391,13.9
Ivica Zubac,LAC,LA Clippers,2023-24,18,10,8,340.0,91.0,249.0,0.0,0.06166332787087952,0.5916666666666667,,,,0.622,,,,,,,,,,
Trey Murphy III,NOP,New Orleans Pelicans,2023-24,21,10,11,339.0,122.0,217.0,0.0,0.09437818132995664,0.9545454545454546,7.0,49.0,6.0,0.598,,,,,,,,,,
Taurean Prince,LAL,Los Angeles Lakers,2023-24,22,10,12,338.0,118.0,220.0,6.20640003972096e-06,0.060465926097402284,0.8589743589743589,8.0,47.0,6.0,0.573,,,,,,,,,,
Kelly Oubre Jr.,PHI,Philadelphia 76ers,2023-24,30,15,15,335.0,99.0,236.0,0.0,0.0360932961369231,0.6862745098039216,7.0,47.0,6.0,0.573,68.0,30.2,15.4,1.5,5.0,1.1,0.7,0.441,0.311,14.4
Georges Niang,CLE,Cleveland Cavaliers,2023-24,24,12,12,334.0,94.0,240.0,0.0,0.08101253014131493,0.9102564102564102,4.0,48.0,6.0,0.585,,,,,,,,,,
Malaki Branham,SAS,San Antonio Spurs,2023-24,23,12,11,334.0,142.0,192.0,0.0,0.06757014241530981,0.9102564102564102,14.0,22.0,6.0,0.268,,,,,,,,,,
Clint Capela,ATL,Atlanta Hawks,2023-24,20,11,9,328.0,90.0,238.0,1.9395000124128e-05,0.04581828728782649,0.8296703296703297,10.0,36.0,6.0,0.439,,,,,,,,,,
Isaac Okoro,CLE,Cleveland Cavaliers,2023-24,23,11,12,327.0,126.0,201.0,0.0,0.05764878349691332,0.9102564102564102,4.0,48.0,6.0,0.585,,,,,,,,,,
Buddy Hield,IND,Indiana Pacers,2023-24,25,12,13,327.0,136.0,191.0,0.0,0.0576457803527329,0.7279411764705882,6.0,47.0,6.0,0.573,,,,,,,,,,
Desmond Bane,MEM,Memphis Grizzlies,2023-24,30,14,16,324.0,202.0,122.0,2.3875032020932073e-05,0.029732806124843476,0.7222222222222222,13.0,27.0,6.0,0.329,,,,,,,,,,
Jaden McDaniels,MIN,Minnesota Timberwolves,2023-24,21,10,11,321.0,99.0,222.0,6.051240038727937e-05,0.06668062930747767,0.9318181818181818,3.0,56.0,6.0,0.683,,,,,,,,,,
Jakob Poeltl,TOR,Toronto Raptors,2023-24,22,12,10,320.0,124.0,196.0,0.00017503156397734489,0.035489348070179685,0.6333333333333333,12.0,25.0,6.0,0.305,,,,,,,,,,
RJ Barrett,TOR,Toronto Raptors,2023-24,29,15,14,314.0,129.0,185.0,0.0,0.03945194401030638,0.6333333333333333,12.0,25.0,6.0,0.305,58.0,31.7,20.2,3.3,5.4,0.5,0.4,0.495,0.36,18.6
Santi Aldama,MEM,Memphis Grizzlies,2023-24,33,17,16,311.0,130.0,181.0,3.956580025322112e-05,0.03136216353620538,0.7222222222222222,13.0,27.0,6.0,0.329,,,,,,,,,,
De'Andre Hunter,ATL,Atlanta Hawks,2023-24,23,11,12,311.0,88.0,223.0,8.844120056602369e-06,0.04920483421899584,0.8296703296703297,10.0,36.0,6.0,0.439,,,,,,,,,,
Kris Dunn,UTA,Utah Jazz,2023-24,24,11,13,310.0,244.0,66.0,0.0,0.06945692964807369,0.8846153846153846,12.0,31.0,6.0,0.378,,,,,,,,,,
Marcus Sasser,DET,Detroit Pistons,2023-24,44,22,22,306.0,217.0,89.0,0.00019717880697623006,0.018620690944742446,0.5144927536231884,15.0,14.0,5.0,0.171,,,,,,,,,,
Sam Hauser,BOS,Boston Celtics,2023-24,29,14,15,306.0,78.0,228.0,5.135796032869095e-05,0.027871750489295705,0.6958333333333333,1.0,64.0,6.0,0.78,,,,,,,,,,
Malcolm Brogdon,POR,Portland Trail Blazers,2023-24,22,11,11,305.0,210.0,95.0,6.982200044686081e-06,0.05058602525144141,0.6911764705882353,15.0,21.0,6.0,0.256,,,,,,,,,,
Kelly Olynyk,UTA,Utah Jazz,2023-24,21,9,12,301.0,215.0,86.0,1.4740200094337281e-05,0.057089041680547514,0.8846153846153846,12.0,31.0,6.0,0.378,,,,,,,,,,
Caleb Martin,MIA,Miami Heat,2023-24,28,14,14,299.0,137.0,162.0,0.0,0.04697211850427704,0.8523809523809524,8.0,46.0,6.0,0.561,,,,,,,,,,
Bennedict Mathurin,IND,Indiana Pacers,2023-24,27,14,13,299.0,115.0,184.0,0.0,0.049031138992812216,0.7279411764705882,6.0,47.0,6.0,0.573,59.0,26.1,14.5,2.0,4.0,0.6,0.2,0.446,0.374,12.8
Terry Rozier,CHA,Charlotte Hornets,2023-24,25,12,13,293.0,189.0,104.0,0.0,0.03761218802641934,0.6236842105263158,13.0,21.0,6.0,0.256,61.0,33.4,19.8,5.6,4.0,1.0,0.3,0.443,0.363,19.5
Isaiah Joe,OKC,Oklahoma City Thunder,2023-24,27,15,12,292.0,98.0,194.0,0.00021753432139221966,0.0473600115077463,0.6078431372549019,1.0,57.0,6.0,0.695,,,,,,,,,,
Terance Mann,LAC,LA Clippers,2023-24,23,12,11,289.0,113.0,176.0,0.0,0.06341042668389427,0.5916666666666667,,,,0.622,,,,,,,,,,
Cason Wallace,OKC,Oklahoma City Thunder,2023-24,28,14,14,284.0,119.0,165.0,6.982200044686081e-06,0.04688926567358956,0.6078431372549019,1.0,57.0,6.0,0.695,,,,,,,,,,
Pat Connaughton,MIL,Milwaukee Bucks,2023-24,25,12,13,281.0,159.0,122.0,0.0,0.04653345345818843,0.8351648351648352,3.0,49.0,6.0,0.598,,,,,,,,,,
Dario Šarić,GSW,Golden State Warriors,2023-24,26,13,13,279.0,138.0,141.0,0.0,0.06338340331632346,0.9120879120879121,10.0,46.0,6.0,0.561,,,,,,,,,,
Joe Ingles,ORL,Orlando Magic,2023-24,23,11,12,279.0,201.0,78.0,0.0,0.04646746325666961,0.7802197802197802,5.0,47.0,6.0,0.573,,,,,,,,,,
Vince Williams Jr.,MEM,Memphis Grizzlies,2023-24,34,16,18,278.0,167.0,111.0,0.0,0.02772660703922597,0.7222222222222222,13.0,27.0,6.0,0.329,,,,,,,,,,
Saddiq Bey,ATL,Atlanta Hawks,2023-24,23,12,11,278.0,88.0,190.0,3.739356023931879e-05,0.04675973990074763,0.8296703296703297,10.0,36.0,6.0,0.439,63.0,32.7,13.7,1.5,6.5,0.8,0.2,0.416,0.316,14.8
Ausar Thompson,DET,Detroit Pistons,2023-24,32,15,17,278.0,117.0,161.0,6.79083604346135e-05,0.024387007112755855,0.5144927536231884,15.0,14.0,5.0,0.171,,,,,,,,,,
Christian Braun,DEN,Denver Nuggets,2023-24,20,10,10,274.0,121.0,153.0,0.0,0.07519414029364976,0.7878787878787878,2.0,57.0,6.0,0.695,,,,,,,,,,
Wendell Carter Jr.,ORL,Orlando Magic,2023-24,20,11,9,273.0,95.0,178.0,5.197860033266305e-05,0.058963160270437284,0.7802197802197802,5.0,47.0,6.0,0.573,,,,,,,,,,
Dorian Finney-Smith,BKN,Brooklyn Nets,2023-24,24,11,13,271.0,102.0,169.0,0.0,0.05742030741161438,0.7208333333333333,11.0,32.0,6.0,0.39,,,,,,,,,,
P.J. Washington,CHA,Charlotte Hornets,2023-24,24,12,12,270.0,90.0,180.0,1.7688240113204738e-05,0.03419485178015039,0.6236842105263158,13.0,21.0,6.0,0.256,73.0,30.4,12.9,1.9,5.6,1.0,0.8,0.436,0.32,14.0
Amen Thompson,HOU,Houston Rockets,2023-24,21,10,11,268.0,151.0,117.0,0.0,0.053074828194308525,0.9393939393939394,11.0,41.0,6.0,0.5,,,,,,,,,,
Dennis Smith Jr.,BKN,Brooklyn Nets,2023-24,27,13,14,265.0,194.0,71.0,0.0,0.05064242859993671,0.7208333333333333,11.0,32.0,6.0,0.39,,,,,,,,,,
Cedi Osman,SAS,San Antonio Spurs,2023-24,23,12,11,264.0,113.0,151.0,0.0,0.05861932682742941,0.9102564102564102,14.0,22.0,6.0,0.268,,,,,,,,,,
Josh Green,DAL,Dallas Mavericks,2023-24,28,14,14,264.0,121.0,143.0,0.0,0.03385581299273461,0.7166666666666667,5.0,50.0,6.0,0.61,,,,,,,,,,
Derrick Jones Jr.,DAL,Dallas Mavericks,2023-24,25,13,12,264.0,71.0,193.0,2.637720016881408e-05,0.030322605083860435,0.7166666666666667,5.0,50.0,6.0,0.61,,,,,,,,,,
Killian Hayes,DET,Detroit Pistons,2023-24,27,13,14,263.0,198.0,65.0,0.00010417146923812599,0.022282637738971732,0.5144927536231884,15.0,14.0,5.0,0.171,,,,,,,,,,
Danté Exum,DAL,Dallas Mavericks,2023-24,27,14,13,255.0,149.0,106.0,6.827040043693056e-05,0.03108007434895848,0.7166666666666667,5.0,50.0,6.0,0.61,,,,,,,,,,
Dyson Daniels,NOP,New Orleans Pelicans,2023-24,22,11,11,248.0,159.0,89.0,0.0,0.07048622317790612,0.9545454545454546,7.0,49.0,6.0,0.598,,,,,,,,,,
Paul Reed,PHI,Philadelphia 76ers,2023-24,29,14,15,248.0,97.0,151.0,0.00011515088645125139,0.031067054861949793,0.6862745098039216,7.0,47.0,6.0,0.573,,,,,,,,,,
Trayce Jackson-Davis,GSW,Golden State Warriors,2023-24,24,12,12,246.0,81.0,165.0,7.292520046672128e-06,0.06228596449529696,0.9120879120879121,10.0,46.0,6.0,0.561,,,,,,,,,,
Onyeka Okongwu,ATL,Atlanta Hawks,2023-24,21,11,10,244.0,70.0,174.0,3.8790000248256e-06,0.05100263709470707,0.8296703296703297,10.0,36.0,6.0,0.439,,,,,,,,,,
Dereck Lively II,DAL,Dallas Mavericks,2023-24,21,11,10,241.0,62.0,179.0,2.4692605872318397e-05,0.033744221930314504,0.7166666666666667,5.0,50.0,6.0,0.61,,,,,,,,,,
Duop Reath,POR,Portland Trail Blazers,2023-24,25,13,12,241.0,66.0,175.0,9.30960005958144e-06,0.030464815681940486,0.6911764705882353,15.0,21.0,6.0,0.256,,,,,,,,,,
Miles McBride,NYK,New York Knicks,2023-24,26,13,13,241.0,109.0,132.0,4.0962240262158346e-05,0.04262331307108658,0.5588235294117647,2.0,50.0,6.0,0.61,,,,,,,,,,
Sam Merrill,CLE,Cleveland Cavaliers,2023-24,24,12,12,240.0,98.0,142.0,0.0,0.0540503370054253,0.9102564102564102,4.0,48.0,6.0,0.585,,,,,,,,,,
Jalen Smith,IND,Indiana Pacers,2023-24,26,12,14,236.0,60.0,176.0,5.299822319633149e-05,0.036736231767866216,0.7279411764705882,6.0,47.0,6.0,0.573,,,,,,,,,,
Aaron Wiggins,OKC,Oklahoma City Thunder,2023-24,29,15,14,235.0,78.0,157.0,3.4135200218465287e-06,0.03322425614861888,0.6078431372549019,1.0,57.0,6.0,0.695,,,,,,,,,,
Talen Horton-Tucker,UTA,Utah Jazz,2023-24,24,11,13,235.0,164.0,71.0,0.0,0.04720808750932557,0.8846153846153846,12.0,31.0,6.0,0.378,,,,,,,,,,
Luke Kennard,MEM,Memphis Grizzlies,2023-24,33,16,17,234.0,122.0,112.0,5.69130293752324e-05,0.02623519149755515,0.7222222222222222,13.0,27.0,6.0,0.329,,,,,,,,,,
Kevin Love,MIA,Miami Heat,2023-24,24,12,12,234.0,109.0,125.0,3.2583600208535044e-05,0.04490445885574048,0.8523809523809524,8.0,46.0,6.0,0.561,,,,,,,,,,
Peyton Watson,DEN,Denver Nuggets,2023-24,20,10,10,233.0,78.0,155.0,0.0,0.053524367403377876,0.7878787878787878,2.0,57.0,6.0,0.695,,,,,,,,,,
Bilal Coulibaly,WAS,Washington Wizards,2023-24,28,13,15,231.0,101.0,130.0,5.585760035748865e-05,0.03361631008063841,0.6323529411764706,14.0,15.0,5.0,0.183,,,,,,,,,,
Gradey Dick,TOR,Toronto Raptors,2023-24,35,18,17,228.0,64.0,164.0,1.405306294708246e-05,0.023263957282047134,0.6333333333333333,12.0,25.0,6.0,0.305,,,,,,,,,,
Naji Marshall,NOP,New Orleans Pelicans,2023-24,21,10,11,228.0,117.0,111.0,0.0,0.0623362291319641,0.9545454545454546,7.0,49.0,6.0,0.598,,,,,,,,,,
Dennis Schröder,BKN,Brooklyn Nets,2023-24,23,11,12,227.0,167.0,60.0,0.0,0.046426561242673976,0.7208333333333333,11.0,32.0,6.0,0.39,80.0,31.1,14.0,6.1,3.0,0.8,0.2,0.435,0.375,15.3
Julian Champagnie,SAS,San Antonio Spurs,2023-24,24,12,12,226.0,86.0,140.0,2.7928800178744324e-05,0.053542311788695104,0.9102564102564102,14.0,22.0,6.0,0.268,,,,,,,,,,
Walker Kessler,UTA,Utah Jazz,2023-24,22,11,11,224.0,55.0,169.0,2.094660013405824e-05,0.04211264809125891,0.8846153846153846,12.0,31.0,6.0,0.378,,,,,,,,,,
Royce O'Neale,BKN,Brooklyn Nets,2023-24,21,11,10,224.0,125.0,99.0,0.0,0.06393630386172786,0.7208333333333333,11.0,32.0,6.0,0.39,,,,,,,,,,
Kevon Looney,GSW,Golden State Warriors,2023-24,22,11,11,223.0,129.0,94.0,1.870786297687318e-05,0.0527418354570707,0.9120879120879121,10.0,46.0,6.0,0.561,,,,,,,,,,
Nick Richards,CHA,Charlotte Hornets,2023-24,31,17,14,222.0,51.0,171.0,0.00021221454992960173,0.01931899665104736,0.6236842105263158,13.0,21.0,6.0,0.256,,,,,,,,,,
Isaiah Stewart,DET,Detroit Pistons,2023-24,28,14,14,220.0,72.0,148.0,0.00010281936065804388,0.031198745899961293,0.5144927536231884,15.0,14.0,5.0,0.171,,,,,,,,,,
Larry Nance Jr.,NOP,New Orleans Pelicans,2023-24,20,10,10,220.0,112.0,108.0,0.0,0.07326957799749195,0.9545454545454546,7.0,49.0,6.0,0.598,,,,,,,,,,
Daniel Gafford,WAS,Washington Wizards,2023-24,15,7,8,218.0,71.0,147.0,7.43216404756585e-05,0.06949692619959852,0.6323529411764706,14.0,15.0,5.0,0.183,,,,,,,,,,
Terry Rozier,MIA,Miami Heat,2023-24,23,11,12,218.0,144.0,74.0,0.00010426752066731213,0.032830226114708976,0.8523809523809524,8.0,46.0,6.0,0.561,61.0,33.4,19.8,5.6,4.0,1.0,0.3,0.443,0.363,19.5
Vasilije Micic,CHA,Charlotte Hornets,2023-24,21,8,13,215.0,175.0,40.0,1.241280007944192e-05,0.029113784978050703,0.6236842105263158,13.0,21.0,6.0,0.256,,,,,,,,,,
Aaron Holiday,HOU,Houston Rockets,2023-24,22,11,11,213.0,123.0,90.0,0.0,0.04377259298427295,0.9393939393939394,11.0,41.0,6.0,0.5,,,,,,,,,,
Amir Coffey,LAC,LA Clippers,2023-24,21,10,11,210.0,73.0,137.0,0.0,0.05858399987806226,0.5916666666666667,,,,0.622,,,,,,,,,,
Jabari Walker,POR,Portland Trail Blazers,2023-24,28,15,13,210.0,67.0,143.0,0.0,0.03782975320250423,0.6911764705882353,15.0,21.0,6.0,0.256,,,,,,,,,,
Nicolas Batum,PHI,Philadelphia 76ers,2023-24,29,14,15,210.0,115.0,95.0,9.12562462983257e-05,0.026478547624098837,0.6862745098039216,7.0,47.0,6.0,0.573,,,,,,,,,,
Bojan Bogdanovic,DET,Detroit Pistons,2023-24,24,12,12,209.0,70.0,139.0,5.0981143183422176e-05,0.03517832786259391,0.5144927536231884,15.0,14.0,5.0,0.171,,,,,,,,,,
Simone Fontecchio,UTA,Utah Jazz,2023-24,23,12,11,209.0,71.0,138.0,0.00010938780070008192,0.05939308406858763,0.8846153846153846,12.0,31.0,6.0,0.378,,,,,,,,,,
Jordan Hawkins,NOP,New Orleans Pelicans,2023-24,21,10,11,207.0,65.0,142.0,0.0,0.07609676233183853,0.9545454545454546,7.0,49.0,6.0,0.598,,,,,,,,,,
Davion Mitchell,SAC,Sacramento Kings,2023-24,19,9,10,206.0,117.0,89.0,0.0,0.05785378941957737,0.9454545454545454,9.0,46.0,6.0,0.561,,,,,,,,,,
LaMelo Ball,CHA,Charlotte Hornets,2023-24,21,8,13,206.0,153.0,53.0,8.378640053623297e-06,0.032204776636325864,0.6236842105263158,13.0,21.0,6.0,0.256,,,,,,,,,,
Toumani Camara,POR,Portland Trail Blazers,2023-24,28,15,13,205.0,84.0,121.0,0.0,0.03652568394375706,0.6911764705882353,15.0,21.0,6.0,0.256,,,,,,,,,,
Kyle Lowry,MIA,Miami Heat,2023-24,22,11,11,204.0,136.0,68.0,2.32740001489536e-05,0.04464075011694828,0.8523809523809524,8.0,46.0,6.0,0.561,,,,,,,,,,
GG Jackson,MEM,Memphis Grizzlies,2023-24,27,15,12,203.0,49.0,154.0,4.544653479635233e-05,0.022166368309017793,0.7222222222222222,13.0,27.0,6.0,0.329,,,,,,,,,,
Grant Williams,CHA,Charlotte Hornets,2023-24,23,10,13,203.0,91.0,112.0,1.9395000124128e-05,0.027331069977323652,0.6236842105263158,13.0,21.0,6.0,0.256,,,,,,,,,,
De'Anthony Melton,PHI,Philadelphia 76ers,2023-24,26,13,13,202.0,111.0,91.0,5.494880606595807e-05,0.03463517720521512,0.6862745098039216,7.0,47.0,6.0,0.573,,,,,,,,,,
Gary Harris,ORL,Orlando Magic,2023-24,23,11,12,200.0,86.0,114.0,0.0,0.04026877624954119,0.7802197802197802,5.0,47.0,6.0,0.573,,,,,,,,,,
Jose Alvarado,NOP,New Orleans Pelicans,2023-24,21,10,11,200.0,102.0,98.0,0.0,0.06578539218814358,0.9545454545454546,7.0,49.0,6.0,0.598,,,,,,,,,,
Kelly Olynyk,TOR,Toronto Raptors,2023-24,19,10,9,199.0,117.0,82.0,9.539015203906841e-05,0.04553321608628918,0.6333333333333333,12.0,25.0,6.0,0.305,,,,,,,,,,
Jeff Green,HOU,Houston Rockets,2023-24,22,11,11,198.0,69.0,129.0,8.53380005461632e-05,0.03143347271825179,0.9393939393939394,11.0,41.0,6.0,0.5,,,,,,,,,,
OG Anunoby,TOR,Toronto Raptors,2023-24,18,10,8,196.0,70.0,126.0,2.1234754421616714e-05,0.0390905943842922,0.6333333333333333,12.0,25.0,6.0,0.305,,,,,,,,,,
Jaylin Williams,OKC,Oklahoma City Thunder,2023-24,24,12,12,195.0,107.0,88.0,2.591172016583501e-05,0.04550112376680158,0.6078431372549019,1.0,57.0,6.0,0.695,,,,,,,,,,
Kenrich Williams,OKC,Oklahoma City Thunder,2023-24,25,12,13,193.0,87.0,106.0,0.0,0.04792037265637383,0.6078431372549019,1.0,57.0,6.0,0.695,,,,,,,,,,
Patrick Beverley,PHI,Philadelphia 76ers,2023-24,24,11,13,193.0,142.0,51.0,0.0,0.04373661679326096,0.6862745098039216,7.0,47.0,6.0,0.573,,,,,,,,,,
Josh Richardson,MIA,Miami Heat,2023-24,22,11,11,191.0,92.0,99.0,0.0,0.046659704730410485,0.8523809523809524,8.0,46.0,6.0,0.561,,,,,,,,,,
Blake Wesley,SAS,San Antonio Spurs,2023-24,23,11,12,190.0,141.0,49.0,0.0001272312008142797,0.03565638193997367,0.9102564102564102,14.0,22.0,6.0,0.268,,,,,,,,,,
Bruce Brown,IND,Indiana Pacers,2023-24,24,11,13,189.0,101.0,88.0,0.00013071121797940893,0.03449534052443737,0.7279411764705882,6.0,47.0,6.0,0.573,,,,,,,,,,
Grant Williams,DAL,Dallas Mavericks,2023-24,22,12,10,188.0,74.0,114.0,7.7580000496512e-06,0.03288730659221389,0.7166666666666667,5.0,50.0,6.0,0.61,,,,,,,,,,
Moses Moody,GSW,Golden State Warriors,2023-24,26,13,13,187.0,54.0,133.0,0.0,0.05712822859984357,0.9120879120879121,10.0,46.0,6.0,0.561,,,,,,,,,,
Haywood Highsmith,MIA,Miami Heat,2023-24,27,13,14,187.0,65.0,122.0,0.0,0.03207008789703908,0.8523809523809524,8.0,46.0,6.0,0.561,,,,,,,,,,
Markelle Fultz,ORL,Orlando Magic,2023-24,22,11,11,186.0,119.0,67.0,0.0001194732007646285,0.04269791904827981,0.7802197802197802,5.0,47.0,6.0,0.573,,,,,,,,,,
Tre Mann,CHA,Charlotte Hornets,2023-24,24,12,12,185.0,142.0,43.0,9.30960005958144e-06,0.023453892983055648,0.6236842105263158,13.0,21.0,6.0,0.256,,,,,,,,,,
Jaden Hardy,DAL,Dallas Mavericks,2023-24,28,14,14,184.0,82.0,102.0,9.30960005958144e-06,0.03250704921338142,0.7166666666666667,5.0,50.0,6.0,0.61,,,,,,,,,,
Shaedon Sharpe,POR,Portland Trail Blazers,2023-24,24,12,12,184.0,91.0,93.0,1.6291800104267522e-05,0.04011787113567984,0.6911764705882353,15.0,21.0,6.0,0.256,,,,,,,,,,
Bruce Brown,TOR,Toronto Raptors,2023-24,29,14,15,183.0,90.0,93.0,0.0,0.028237136197709463,0.6333333333333333,12.0,25.0,6.0,0.305,,,,,,,,,,
Andre Drummond,CHI,Chicago Bulls,2023-24,20,10,10,182.0,35.0,147.0,3.723840023832576e-05,0.05350216540434207,0.9318181818181818,9.0,39.0,6.0,0.476,,,,,,,,,,
Trey Lyles,SAC,Sacramento Kings,2023-24,20,10,10,182.0,62.0,120.0,7.7580000496512e-05,0.04394311046490056,0.9454545454545454,9.0,46.0,6.0,0.561,,,,,,,,,,
